Age,Potential,Value_Raw,Wage_Raw,Value_Numeric,Wage_Numeric,Height_cm,Weight_kg,Crossing,Finishing,Heading_accuracy,Short_passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_passing,Ball_control,Acceleration,Sprint_speed,Agility,Reactions,Balance,Shot_power,Jumping,Stamina,Strength,Long_shots,Aggression,Interceptions,Vision,Penalties,Composure,Standing_tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Positions_CAM,Positions_CB,Positions_CDM,Positions_CF,Positions_CM,Positions_GK,Positions_LAM,Positions_LB,Positions_LCB,Positions_LCM,Positions_LDM,Positions_LM,Positions_LS,Positions_LW,Positions_LWB,Positions_RAM,Positions_RB,Positions_RCB,Positions_RCM,Positions_RDM,Positions_RES,Positions_RF,Positions_RM,Positions_RS,Positions_RW,Positions_RWB,Positions_ST,Preferred_Foot_Left,Preferred_Foot_Right
24.0,69.0,53,30,1000000.0,1000.0,180.0,70.0,63.0,63.0,60.0,62.0,64.0,68.0,67.0,64.0,60.0,68.0,67.0,64.0,72.0,63.0,71.0,70.0,64.0,67.0,55.0,68.0,56.0,42.0,64.0,60.0,54.0,55.0,6.0,12.0,7.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,79.0,6,48,1600000.0,2000.0,178.0,74.0,58.0,26.0,55.0,48.0,24.0,52.0,44.0,25.0,40.0,54.0,66.0,70.0,50.0,67.0,68.0,22.0,58.0,65.0,51.0,28.0,52.0,66.0,32.0,33.0,45.0,62.0,11.0,5.0,11.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,82.0,1,48,1100000.0,2000.0,166.0,61.0,50.0,36.0,51.0,63.0,33.0,68.0,56.0,30.0,61.0,64.0,87.0,82.0,78.0,58.0,83.0,39.0,58.0,69.0,41.0,33.0,57.0,55.0,54.0,41.0,65.0,55.0,10.0,6.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,77.0,56,61,2300000.0,3000.0,171.0,63.0,69.0,62.0,48.0,64.0,63.0,70.0,74.0,75.0,60.0,72.0,68.0,72.0,82.0,59.0,86.0,74.0,45.0,65.0,37.0,68.0,38.0,33.0,63.0,68.0,51.0,30.0,6.0,11.0,6.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,62.0,79,85,250000.0,5000.0,188.0,82.0,47.0,27.0,53.0,60.0,59.0,46.0,30.0,35.0,53.0,55.0,63.0,59.0,57.0,53.0,50.0,49.0,75.0,56.0,72.0,33.0,69.0,67.0,35.0,35.0,53.0,59.0,6.0,13.0,11.0,8.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,73.0,61,39,2800000.0,24000.0,181.0,75.0,67.0,66.0,55.0,68.0,59.0,76.0,69.0,56.0,59.0,73.0,86.0,85.0,84.0,63.0,79.0,70.0,69.0,72.0,54.0,66.0,55.0,53.0,68.0,56.0,65.0,54.0,14.0,9.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,64.0,70,73,220000.0,0.0,184.0,70.0,33.0,21.0,49.0,42.0,20.0,38.0,25.0,27.0,32.0,39.0,62.0,61.0,53.0,51.0,62.0,39.0,66.0,55.0,60.0,19.0,55.0,53.0,33.0,39.0,40.0,57.0,6.0,7.0,7.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,71.0,184,73,700000.0,0.0,190.0,69.0,52.0,35.0,59.0,56.0,31.0,51.0,33.0,41.0,54.0,60.0,63.0,54.0,46.0,63.0,60.0,43.0,63.0,65.0,59.0,39.0,56.0,58.0,52.0,42.0,58.0,65.0,9.0,6.0,7.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35.0,69.0,143,48,450000.0,2000.0,172.0,70.0,63.0,67.0,50.0,67.0,47.0,70.0,67.0,73.0,62.0,67.0,62.0,62.0,77.0,68.0,76.0,71.0,70.0,68.0,61.0,66.0,45.0,52.0,70.0,62.0,54.0,34.0,16.0,10.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,84.0,60,61,2700000.0,3000.0,175.0,68.0,53.0,63.0,51.0,69.0,66.0,64.0,58.0,41.0,67.0,65.0,55.0,64.0,61.0,68.0,76.0,70.0,56.0,78.0,58.0,63.0,72.0,64.0,66.0,45.0,68.0,67.0,15.0,5.0,6.0,10.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,72.0,55,48,2200000.0,2000.0,180.0,72.0,65.0,45.0,64.0,77.0,56.0,63.0,60.0,56.0,78.0,75.0,46.0,54.0,64.0,79.0,70.0,55.0,62.0,51.0,62.0,52.0,63.0,81.0,68.0,61.0,84.0,73.0,10.0,12.0,10.0,15.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,66.0,203,48,850000.0,2000.0,175.0,67.0,59.0,57.0,56.0,62.0,55.0,65.0,59.0,49.0,61.0,66.0,90.0,91.0,82.0,62.0,85.0,67.0,70.0,66.0,52.0,60.0,57.0,41.0,58.0,51.0,63.0,39.0,9.0,7.0,12.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,75.0,5,111,1500000.0,7000.0,185.0,76.0,53.0,40.0,61.0,65.0,49.0,62.0,66.0,64.0,63.0,65.0,61.0,66.0,62.0,63.0,57.0,65.0,71.0,72.0,73.0,67.0,66.0,60.0,61.0,42.0,64.0,63.0,8.0,13.0,12.0,7.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,74.0,53,99,1000000.0,0.0,191.0,80.0,39.0,31.0,62.0,61.0,31.0,57.0,49.0,26.0,57.0,60.0,67.0,73.0,51.0,53.0,53.0,50.0,76.0,46.0,77.0,27.0,69.0,57.0,44.0,39.0,54.0,63.0,9.0,10.0,13.0,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,72.0,161,30,525000.0,1000.0,185.0,82.0,55.0,62.0,66.0,59.0,50.0,60.0,35.0,35.0,48.0,60.0,54.0,58.0,65.0,55.0,58.0,58.0,62.0,54.0,57.0,55.0,48.0,16.0,48.0,55.0,54.0,19.0,10.0,11.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,80.0,35,4,15500000.0,110000.0,178.0,74.0,86.0,60.0,73.0,78.0,68.0,76.0,83.0,83.0,73.0,77.0,70.0,68.0,72.0,80.0,78.0,81.0,77.0,80.0,69.0,76.0,76.0,77.0,75.0,60.0,79.0,79.0,6.0,12.0,9.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,70.0,178,99,625000.0,0.0,192.0,89.0,14.0,5.0,10.0,25.0,6.0,12.0,12.0,11.0,27.0,11.0,30.0,35.0,37.0,61.0,56.0,44.0,67.0,31.0,53.0,9.0,28.0,11.0,31.0,14.0,31.0,12.0,60.0,58.0,59.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,69.0,199,48,800000.0,2000.0,178.0,70.0,58.0,64.0,57.0,57.0,67.0,64.0,65.0,60.0,55.0,61.0,72.0,73.0,64.0,57.0,68.0,70.0,66.0,57.0,56.0,63.0,38.0,30.0,61.0,65.0,65.0,27.0,5.0,7.0,13.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
25.0,74.0,8,124,1800000.0,8000.0,195.0,84.0,35.0,25.0,68.0,65.0,30.0,45.0,24.0,21.0,51.0,62.0,55.0,54.0,54.0,59.0,36.0,52.0,76.0,70.0,81.0,23.0,68.0,67.0,27.0,31.0,56.0,71.0,9.0,9.0,8.0,8.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,66.0,138,48,425000.0,2000.0,177.0,70.0,51.0,41.0,47.0,51.0,30.0,51.0,30.0,32.0,36.0,50.0,78.0,77.0,59.0,59.0,68.0,26.0,58.0,53.0,50.0,27.0,50.0,54.0,38.0,35.0,42.0,56.0,9.0,10.0,14.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,76.0,180,73,675000.0,0.0,190.0,80.0,12.0,10.0,13.0,25.0,9.0,16.0,13.0,11.0,18.0,18.0,21.0,22.0,20.0,50.0,22.0,43.0,55.0,19.0,70.0,11.0,20.0,10.0,40.0,15.0,29.0,12.0,59.0,62.0,57.0,61.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,81.0,65,43,20000000.0,26000.0,184.0,77.0,76.0,70.0,62.0,80.0,60.0,78.0,71.0,63.0,80.0,81.0,59.0,49.0,67.0,78.0,63.0,79.0,75.0,90.0,83.0,71.0,79.0,75.0,80.0,66.0,77.0,75.0,14.0,11.0,7.0,9.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,73.0,5,61,1500000.0,3000.0,183.0,78.0,12.0,8.0,12.0,40.0,6.0,12.0,14.0,11.0,20.0,22.0,29.0,50.0,40.0,72.0,49.0,50.0,50.0,38.0,50.0,5.0,16.0,14.0,52.0,19.0,33.0,11.0,64.0,63.0,67.0,66.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,75.0,9,61,1900000.0,3000.0,184.0,79.0,55.0,51.0,55.0,75.0,49.0,66.0,62.0,47.0,71.0,72.0,66.0,62.0,71.0,53.0,61.0,57.0,65.0,58.0,64.0,49.0,51.0,42.0,70.0,53.0,69.0,64.0,11.0,8.0,9.0,5.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,80.0,7,48,1700000.0,2000.0,181.0,68.0,61.0,67.0,56.0,64.0,59.0,69.0,59.0,52.0,58.0,69.0,78.0,70.0,73.0,65.0,74.0,67.0,71.0,60.0,61.0,63.0,51.0,32.0,57.0,54.0,63.0,27.0,13.0,9.0,8.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
19.0,76.0,5,85,1500000.0,5000.0,168.0,61.0,45.0,48.0,45.0,67.0,38.0,60.0,39.0,41.0,64.0,68.0,70.0,69.0,61.0,68.0,82.0,47.0,50.0,62.0,47.0,47.0,65.0,62.0,67.0,37.0,47.0,64.0,14.0,6.0,11.0,11.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,68.0,169,86,575000.0,0.0,182.0,77.0,12.0,8.0,12.0,16.0,8.0,11.0,14.0,15.0,18.0,16.0,22.0,25.0,32.0,40.0,41.0,47.0,52.0,19.0,60.0,9.0,18.0,12.0,33.0,15.0,24.0,12.0,61.0,64.0,63.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,71.0,5,61,1500000.0,3000.0,180.0,82.0,61.0,42.0,60.0,64.0,48.0,54.0,43.0,47.0,50.0,65.0,73.0,74.0,73.0,57.0,61.0,49.0,73.0,81.0,67.0,53.0,69.0,63.0,62.0,52.0,52.0,65.0,9.0,10.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,67.0,156,30,500000.0,1000.0,183.0,70.0,36.0,63.0,65.0,60.0,56.0,60.0,55.0,38.0,40.0,55.0,66.0,64.0,54.0,58.0,68.0,64.0,66.0,55.0,58.0,54.0,32.0,16.0,57.0,65.0,53.0,16.0,7.0,7.0,7.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,74.0,61,3,2800000.0,10000.0,191.0,88.0,20.0,16.0,16.0,35.0,12.0,19.0,20.0,13.0,36.0,25.0,39.0,43.0,59.0,72.0,43.0,52.0,67.0,44.0,73.0,18.0,23.0,17.0,55.0,24.0,33.0,12.0,73.0,72.0,69.0,74.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,75.0,90,98,2000000.0,6000.0,184.0,75.0,38.0,42.0,70.0,74.0,42.0,64.0,52.0,32.0,68.0,69.0,60.0,66.0,60.0,62.0,48.0,65.0,77.0,84.0,80.0,45.0,73.0,62.0,64.0,50.0,67.0,69.0,7.0,12.0,7.0,15.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,76.0,206,87,8000000.0,60000.0,178.0,62.0,77.0,70.0,59.0,76.0,61.0,78.0,75.0,66.0,71.0,77.0,72.0,72.0,73.0,76.0,80.0,68.0,67.0,59.0,57.0,72.0,60.0,43.0,77.0,65.0,76.0,49.0,8.0,14.0,9.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31.0,81.0,66,94,21500000.0,66000.0,191.0,75.0,78.0,82.0,80.0,80.0,83.0,82.0,86.0,84.0,79.0,85.0,75.0,77.0,79.0,78.0,58.0,85.0,78.0,73.0,74.0,84.0,70.0,37.0,78.0,77.0,77.0,41.0,13.0,11.0,13.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
19.0,77.0,179,72,650000.0,4000.0,175.0,70.0,60.0,61.0,55.0,61.0,55.0,57.0,54.0,51.0,57.0,58.0,68.0,74.0,68.0,61.0,74.0,62.0,55.0,68.0,47.0,59.0,49.0,42.0,61.0,52.0,59.0,38.0,8.0,5.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
25.0,64.0,169,48,575000.0,2000.0,186.0,79.0,56.0,60.0,56.0,57.0,58.0,65.0,61.0,62.0,51.0,63.0,73.0,76.0,68.0,58.0,61.0,74.0,72.0,58.0,76.0,63.0,63.0,23.0,58.0,58.0,70.0,41.0,5.0,7.0,6.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
24.0,87.0,186,11,70000000.0,135000.0,186.0,74.0,83.0,79.0,65.0,86.0,81.0,84.0,87.0,83.0,84.0,86.0,77.0,81.0,78.0,86.0,68.0,89.0,76.0,89.0,69.0,80.0,75.0,74.0,84.0,83.0,82.0,76.0,10.0,10.0,13.0,10.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,69.0,194,73,750000.0,0.0,174.0,72.0,42.0,58.0,44.0,68.0,34.0,65.0,39.0,32.0,66.0,63.0,57.0,55.0,57.0,63.0,74.0,45.0,45.0,54.0,50.0,55.0,58.0,55.0,65.0,44.0,46.0,59.0,10.0,8.0,12.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,63.0,113,30,350000.0,1000.0,187.0,80.0,25.0,26.0,64.0,51.0,32.0,35.0,29.0,33.0,41.0,41.0,58.0,62.0,58.0,55.0,52.0,38.0,71.0,67.0,72.0,27.0,62.0,57.0,32.0,38.0,43.0,61.0,12.0,11.0,15.0,14.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,76.0,183,97,7500000.0,69000.0,179.0,86.0,75.0,61.0,40.0,70.0,60.0,84.0,73.0,42.0,52.0,75.0,95.0,94.0,74.0,73.0,84.0,82.0,80.0,66.0,90.0,62.0,76.0,38.0,69.0,47.0,66.0,40.0,13.0,9.0,11.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,80.0,53,30,1000000.0,1000.0,185.0,74.0,33.0,67.0,61.0,56.0,47.0,60.0,43.0,55.0,40.0,61.0,63.0,72.0,67.0,59.0,61.0,62.0,61.0,58.0,52.0,60.0,51.0,27.0,47.0,55.0,56.0,18.0,8.0,14.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
25.0,79.0,0,0,0.0,0.0,167.0,71.0,68.0,71.0,63.0,82.0,54.0,70.0,70.0,65.0,78.0,74.0,73.0,74.0,80.0,70.0,75.0,82.0,73.0,80.0,67.0,80.0,71.0,78.0,76.0,65.0,72.0,72.0,12.0,12.0,12.0,12.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,78.0,1,61,1100000.0,3000.0,187.0,74.0,54.0,37.0,60.0,63.0,34.0,66.0,59.0,50.0,58.0,65.0,64.0,68.0,67.0,59.0,60.0,62.0,67.0,63.0,64.0,51.0,64.0,58.0,63.0,56.0,60.0,64.0,9.0,10.0,10.0,11.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,74.0,161,30,525000.0,1000.0,178.0,65.0,55.0,62.0,54.0,47.0,64.0,60.0,58.0,42.0,37.0,59.0,76.0,73.0,78.0,54.0,78.0,62.0,51.0,35.0,35.0,57.0,44.0,25.0,55.0,56.0,54.0,28.0,6.0,15.0,8.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
27.0,64.0,178,9,625000.0,12000.0,178.0,74.0,62.0,61.0,61.0,64.0,66.0,64.0,65.0,67.0,60.0,65.0,70.0,68.0,71.0,59.0,72.0,69.0,66.0,51.0,56.0,64.0,38.0,19.0,59.0,67.0,63.0,23.0,6.0,10.0,11.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,76.0,62,50,2900000.0,31000.0,191.0,82.0,40.0,37.0,68.0,68.0,35.0,62.0,29.0,33.0,60.0,65.0,58.0,71.0,49.0,69.0,40.0,44.0,75.0,72.0,80.0,29.0,71.0,71.0,35.0,47.0,59.0,75.0,8.0,8.0,14.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,89.0,12,31,104000000.0,200000.0,176.0,68.0,86.0,87.0,74.0,85.0,76.0,88.0,85.0,84.0,80.0,88.0,90.0,91.0,88.0,87.0,83.0,83.0,82.0,91.0,65.0,82.0,77.0,56.0,87.0,80.0,85.0,54.0,8.0,7.0,13.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,66.0,101,73,300000.0,0.0,186.0,75.0,44.0,38.0,47.0,64.0,34.0,54.0,39.0,34.0,54.0,57.0,59.0,64.0,63.0,49.0,58.0,49.0,58.0,54.0,54.0,34.0,54.0,54.0,49.0,43.0,43.0,59.0,11.0,13.0,12.0,6.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,66.0,188,112,725000.0,0.0,192.0,87.0,30.0,60.0,65.0,65.0,57.0,63.0,42.0,36.0,60.0,64.0,75.0,78.0,62.0,64.0,66.0,63.0,82.0,74.0,80.0,59.0,45.0,51.0,66.0,52.0,65.0,49.0,6.0,6.0,13.0,9.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
17.0,75.0,42,73,170000.0,0.0,183.0,65.0,44.0,28.0,58.0,48.0,20.0,50.0,50.0,20.0,38.0,52.0,59.0,58.0,52.0,55.0,67.0,50.0,55.0,60.0,50.0,22.0,50.0,45.0,40.0,38.0,50.0,52.0,10.0,5.0,8.0,10.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.0,74.0,97,45,3700000.0,28000.0,173.0,68.0,80.0,57.0,57.0,75.0,57.0,73.0,78.0,79.0,69.0,72.0,84.0,75.0,82.0,72.0,82.0,78.0,74.0,67.0,61.0,62.0,75.0,69.0,74.0,82.0,73.0,74.0,12.0,9.0,10.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
